full-dataset-jeroen_chunk34| Vanaf mijn twaalfde, dertiende denk ik.
full-dataset-jeroen_chunk35| Geen idee waarom. Ik weet dat mijn boers en zusjes dat ook allemaal hadden.
full-dataset-jeroen_chunk36| in een pipotijd.
full-dataset-jeroen_chunk37| Weet het ja, nee. We waren heel erg... Nou, binnen ik weet ook dat oomzantans welzijde, maar godzeggen jullie toch allemaal weinig?
full-dataset-jeroen_chunk38| Maar we hadden ook nog een familieorkestje, want er speelde allemaal een instrument.
full-dataset-jeroen_chunk39| Daar deden we dan een soort optredens mee. Totdat we ook in die leefjaren 12, 13... Dan hadden we er wel genoeg mee.
full-dataset-jeroen_chunk40| Ik speelde gitaar toen.
full-dataset-jeroen_chunk41_split0| En dat speel ik... Ik heb tien jaar klassiek gitaarles gehad. Maar die heb ik echt al wel heel lang niet meer aangeraakt, helaas. Hij staat er nog, dus ik plan elke keer om daar weer eens...
full-dataset-jeroen_chunk42| Zingen deed ik ook al, ja.
full-dataset-jeroen_chunk43| Ja, dat ben ik altijd wel blijven doen.
full-dataset-jeroen_chunk44| Het is uiteindelijk ook weer overgegaan, die verlegenheid. Gedeeld wil ik dan.
full-dataset-jeroen_chunk45| Ja, dat is gek, want bij zingen ben je eigenlijk totaal, als ik het vergelijk met acteren, kun je bij zingen toch nog iets minder ergens achter verschuilen.
full-dataset-jeroen_chunk46| En is dat toch vaak veel, veel spannender en naakter? Maar ehm...
full-dataset-jeroen_chunk47| Het is evengoed iets wat mij altijd wel het meeste...
full-dataset-jeroen_chunk48| uitdaagt je haar om te doen.
full-dataset-jeroen_chunk49| Ik weet niet of dat zo is, eerlijk gezegd. Ik ken toch wel kinderen hoor. Ik ken heel veel kinderen die verlegen zijn en die zich terugtrekken. En goed, wat is verlegen? Dat is verlegen natuurlijk ook.
full-dataset-jeroen_chunk50| nog niet weten wie je bent en nog niet... en denken dat je dat wat jij... bij jouw woestijden dat dat nog niet...
full-dataset-jeroen_chunk51| dat dat dan niet interessant genoeg is om te tonen. Tenminste, zo ervoer ik het. En dat zie ik ook wel aan...
full-dataset-jeroen_chunk52| De kinderen waar ik dat bij zie. Het is een soort schaamte nog voor jezelf. Het is een soort schaamte voor wie je bent, dat je er bent.
full-dataset-jeroen_chunk53| totdat je meer gaat ontdekken. Ja dat zit allemaal in die puberteiten, dat gebeurt zo verschrikkelijk veel.
full-dataset-jeroen_chunk54| Nou ja, je bent je constant aan het spiegelen in die tijd.
full-dataset-jeroen_chunk55| aan ouderen en volwassenen.
full-dataset-jeroen_chunk56_split1| En je denkt dat de anderen dat allemaal veel beter lukten dan jij.
full-dataset-jeroen_chunk56_split2| toch ook wel, ben je wel behept in het feit dat je denkt dat je zekerheid moet uitstralen, dat dat beter is?
full-dataset-jeroen_chunk57_split1| vooral zekerheid moet uitstralen in elk foutje wat je maakt.
full-dataset-jeroen_chunk57_split2| het niet te weten. En dat je daar uiteindelijk meer meer uithaalt en meer van gaat leren, meer van weet en meer verder komt dan.
full-dataset-jeroen_chunk58| te denken dat er een antwoord moet zijn. Soms is er geen antwoord even en dat is...
full-dataset-jeroen_chunk59| Dat is dan misschien een vertaling van die...
full-dataset-jeroen_chunk60| Maar tegelijkertijd is het blijkbaar ook een gevoel wat je niet wil hebben. Want het denkt inderdaad recht dat schaamte daar aan verwant is.
full-dataset-jeroen_chunk61| Ja, maar die is dan waar naartoe gericht voor jou?
full-dataset-jeroen_chunk62| Nee, dat had ik misschien wel graag gehad, ja. Ik had een vriend die dat wel had.
full-dataset-jeroen_chunk63| Die kon toen ook al besluiten, nou dit interesseert me niet. Of die mensen, ze hebben niet eens dat doeknieuw mee.
full-dataset-jeroen_chunk64| Ja, die deed wel veel meer waar die zin in natte nek zo zachter uit.
full-dataset-jeroen_chunk65_split0| Zo zag het er uit omdat hij natuurlijk ook onzeker was en wel degelijk......nogal een vraag hadden voor het leven, maar hij kon daar veel...
full-dataset-jeroen_chunk66| of mijn denken, mijn meningen, of die wel klopte. En of ik die wel vanuit een goede perspectief zag.
full-dataset-jeroen_chunk67| Ja dat kan.
full-dataset-jeroen_chunk68| Maar dat komt dan voor de val, hè.
full-dataset-jeroen_chunk69| Ja, ik ehm...
full-dataset-jeroen_chunk70_split0| Ik denk dat ik wel behept ben met hoogmoed en in combinatie met een minderwaardigheidsgevoel.
full-dataset-jeroen_chunk70_split1| ziet dat is
full-dataset-jeroen_chunk71| Nee, nee, nee, precies. Maar ik bedoel, ja, ik heb het meteen over ons.
full-dataset-jeroen_chunk72| Ja, ik denk dat het...
full-dataset-jeroen_chunk73| dat er veel mensen zijn die die combinatie in zich hebben. Die niet bij elkaar lijken te horen, maar blijkbaar toch ook wel.
full-dataset-jeroen_chunk74_split0| Dan moet ik even heel goed nadenken of ik dat zo toen dacht. Kijk, wat je nu beschrijft, dat kom je elke keer wel tegen. Dat je denkt.
full-dataset-jeroen_chunk75| En daar leer je mee omgaan.
full-dataset-jeroen_chunk76| Het duurt wel langer dan ik dacht, maar je leert er wel weer omgaan. Het is nooit leuk om slechte dingen te horen.
full-dataset-jeroen_chunk77_split1|...continu over je geoordeeld wordt. Zoals tijdens repetities, als voorstellingen......of als je op beeld te zien bent.
full-dataset-jeroen_chunk77_split2| Daar moet je heel erg mee leren dat los te zien van jezelf. Dat eigen instrument, wat je bent. Ik heb geen viool.
full-dataset-jeroen_chunk77_split3| En dat komt soms heel dicht in de buurt van...
full-dataset-jeroen_chunk77_split4| Bijna als persoon op aanspreken. Maak wel maar ehm...
full-dataset-jeroen_chunk78| laat zien en dat op ware schatten die hoogmoed waar je het over hebt, dat kan in die hoek zitten.
full-dataset-jeroen_chunk79| Je geloof in jezelf dus je moet ook wel...
full-dataset-jeroen_chunk80_split0| Je moet ook als je binnen hetgeen je maak niet begrepen wordt of niet begrepen voelt, als je dan niet sterk genoeg in je schoenen staat dan hou je ermee op.
full-dataset-jeroen_chunk81| Ik kan het niet, ze zien het niet, het levert me niks op.
full-dataset-jeroen_chunk82| Dus je hebt wel een tijdje nodig. Ik zeg ook altijd tegen mensen, je moet nog even doorproberen, want niet meteen opgeven.
full-dataset-jeroen_chunk83| Het beeld is bij mij een beetje voorafgaande aan de toneelschool, want ik heb zeven keer selectie gedaan om op de toneelschool überhaupt aangenomen te worden.
full-dataset-jeroen_chunk84| Goed, juist daardoor denk je nou ze zien het allemaal niet zitten.
full-dataset-jeroen_chunk85_split0| Ben ik niet geweest, want dat kon ik niet betalen, want ik moest dan vanuit Heerlen......dus ik 16 weekenden op en neer.
full-dataset-jeroen_chunk86_split0| Ik heb toen Maastricht en Antwerpen geprobeerd, ook de Academie voor Expressie, de Woord- en Gebaren Utrecht, zoals die toen nog heten.
full-dataset-jeroen_chunk87_split0| Toen heb ik ook wel wat tranen gelaten. Je zult waarschijnlijk wel gemoeten gaan toegeven dat je dat niet kan.
full-dataset-jeroen_chunk88| Ja, achteraf ook, terwijl ik toen dacht dat een heel veel mensen dat overkwamen. Maar pas later begreep ik dat een heel veel mensen die eenmaal bij mij in de klas kwamen op de Neusommerstrich, dat die eigenlijk...
full-dataset-jeroen_chunk90| Ik zit me soms al te denken, nu al, ik moet even snel dat...
full-dataset-jeroen_chunk91| Het zijn ook geen zeven jaar hoor, die zeven keer heeft zich afspeeld binnen twee jaar.
full-dataset-jeroen_chunk92| En er waren wel degelijk een aantal mensen die ik ook ergens anders weer tegen kwam. Dus die zich ook vaker hadden ingeschreven.
full-dataset-jeroen_chunk93| Ik weet dat de eerste keer in Maastricht was dat echt zwaar onbeldoende, geloof ik.
full-dataset-jeroen_chunk94_split0| Ik heb het ergens nog gelopen liggen, maar mijn dramatische uitstraling, expressions, allemaal omvloedde.
full-dataset-jeroen_chunk95_split0| mocht je dat willen, maar dan moet je nu eerst een jaar wachten. Dus het jaar daarna mocht ik niet komen in Maastricht. Geen selectie doen.
full-dataset-jeroen_chunk96_split0| heel erg trots zijn dat ze het dan toch hebben gehaald. Maar ik heb daar nooit zo... Ik geloof namelijk wel dat ik op dat moment eigenlijk nog te gesloten was en te verlegen om...
full-dataset-jeroen_chunk97| Dat is eerder dan die hoge moed. Het zit heel erg bij dat perfectionisme. Dat zit er ook weer.
full-dataset-jeroen_chunk98_split0| Eigenlijk altijd bang dat het niet goed genoeg is. Dus voor je iets doet, moet het eigenlijk...
full-dataset-jeroen_chunk98_split1| Dat je het dus niet doet.
full-dataset-jeroen_chunk99| Ja, dat geeft een ongelofelijke rem. Dat is die van leegheid. Klopt. Dat klopt.
full-dataset-jeroen_chunk100| Ehm...
full-dataset-jeroen_chunk101_split0| Als je het hebt over dagelijks leven, neem ik aan, dan kan ik in gesprekken soms ineens niet meer weten. Ik denk, oh god, ik...
full-dataset-jeroen_chunk102| Meneer Willemsen heeft daar allemaal zijn gedachten over, wat hij hier bijna niet gezegd heeft.
full-dataset-jeroen_chunk103| Irriteert mensen ook nog alles?
full-dataset-jeroen_chunk104| Je zit hier helemaal niet te denken, je zit alleen maar zelf te denken, wat moet ik zeggen, wat zal ik hiervan vinden? Dus dat is zeer belangrijk zeker nog.
full-dataset-jeroen_chunk105| Ja, ik kan toch niet... Hoe moet ik nou zelf...
full-dataset-jeroen_chunk106| Hoe moet ik nou zelf bedenken dat ik mysterieus ga zitten wezen? Hoe doe je dat dan?
full-dataset-jeroen_chunk107| Ja, ik weet niet precies wat dat is. Nee, echt niet. Een verborgen leiding, ik weet echt geen idee.
full-dataset-jeroen_chunk108| Ik vraag me altijd wat dat dan is, dat mysterie wat ze zien.
full-dataset-jeroen_chunk109| Dat is iets wat Dora van der Groen ooit heeft gezegd.
full-dataset-jeroen_chunk110| Daar heb ik mee gewerkt ook en die heeft dat op zo'n soort manier benoemd.
full-dataset-jeroen_chunk111| groot leiden lijkt te zitten en wat dat dan is dat weet ze dat ze dat weet ze ook niet maar dat ziet ze dan
full-dataset-jeroen_chunk112| Leed van de wereld wat iemand met zich meedraagt.
full-dataset-jeroen_chunk113| Nou, omdat Betty Schuurman, mijn goede vriendin Betty Schuurman...
full-dataset-jeroen_chunk114| Jezus is aan de telefoon, ja, ja, ja.
full-dataset-jeroen_chunk115| Ik denk dat door mijn katholieke zuiden vinden ze het soms leuk om daar een kruispeld aan te hangen.
full-dataset-jeroen_chunk116| Dat is eigenlijk niet.
full-dataset-jeroen_chunk117_split0| Nou, niet echt.
full-dataset-jeroen_chunk117_split1| Eh...
full-dataset-jeroen_chunk118| Ja, ik heb hem zeker eens niet gespreken. Ik heb ook met hem gesprek...
full-dataset-jeroen_chunk119| toen ik vier jaar was in de Caucasische krijtkring. Maar goed, dat weet ik natuurlijk heel weinig.
full-dataset-jeroen_chunk120_split0| dat door de twee vrouwen opgeëist wordt. Mijn vader speelde de rechter.
full-dataset-jeroen_chunk120_split1| Ik herinner het me eigenlijk meer door de foto's die ervan zijn dan omdat ik het mezelf herinner. En dan sta ik als klein jongetje via een workzoo aan twee armen.
full-dataset-jeroen_chunk121| Ja...
full-dataset-jeroen_chunk122| Zo kun je het zien bij zo'n... Ik geloof niet dat dat toen zo was dat iedereen om me vocht.
full-dataset-jeroen_chunk123| Ik praat over een rolwerk en dan ben je benoemd dat iedereen om me vecht. Maar dat is wel goed.
full-dataset-jeroen_chunk124_split0| Uhm... Weet ik niet.
full-dataset-jeroen_chunk125| Grilig. In die zin dat hij......momenten op zijn momenten had waar hij heel erg zijn liefde liet voelen. In mijn herinnering.
full-dataset-jeroen_chunk126_split0| Maar ook heel ergste moment dat hij eigenlijk gewoon moe was aan het werken. Zijn ambitie in dat theater was gigantisch.
full-dataset-jeroen_chunk127| Als ik achteraf bedenk hoe ze dat gedaan hebben, ze hebben mijn vader en moeder elkaar op het begin 30 ontmoet, hebben 4 kinderen gekregen en 18 jaar later was hij eigenlijk al dood.
full-dataset-jeroen_chunk128| Ja, wij deden dat... Ja goed, ik heb er dus één keer een rolletje mee gespeeld, maar... Ja, ze waren daar alle twee zeer grote...
full-dataset-jeroen_chunk129| en hoe noem je dat nou?
full-dataset-jeroen_chunk130_split0| de beoefenaars van dat...
full-dataset-jeroen_chunk131| Ja, het was inderdaad, er was veel toenheden bij ons thuis. Terwijl ik pas echt op mijn zeventiende ofzo besloot dat ik...
full-dataset-jeroen_chunk132| Ja, dat weet ik niet. Ik heb niet gevoeld dat ik een slechte jeugd heb gehad of zo.
full-dataset-jeroen_chunk133| En dat ik inderdaad wel een liefdevol gezin...
full-dataset-jeroen_chunk134_split0| Ja, dat is achteraf nu al zeker gebleken dat het een daverende klap was. Ik heb ook wel een tijd gehad dat ik daar niet over... Ik begreep meteen...
full-dataset-jeroen_chunk136| Ja, dan was het wat minder. Want iedereen zei, oh sorry, dat wist ik niet. Toen zeiden ze, nee natuurlijk wist je dat niet. Maar dat is verder niet erg. En dan ging het gesprek al niet meer verder.
full-dataset-jeroen_chunk137_split0| Dus dan denk ik daar zo over.
full-dataset-jeroen_chunk138| Die wond ziet er uit en die heeft wel te maken met...
full-dataset-jeroen_chunk139| Ehm...
full-dataset-jeroen_chunk140| Ja, het klinkt heel cliché, maar het gevoel dat iemand waar je onvoorwaardelijk van houdt, dat hij zomaar...
full-dataset-jeroen_chunk141| verdwenen kan zijn en zomaar als je leven vertrekt
full-dataset-jeroen_chunk142_split0| Maar dat zijn herkenbare gevoelens die ik op dat moment herinner.
full-dataset-jeroen_chunk143_split0| Eh...
full-dataset-jeroen_chunk144| om zowel met te binden als los te laten.
full-dataset-jeroen_chunk145| Dat is ehm...
full-dataset-jeroen_chunk146| Dat is altijd bij mij, gaat altijd heel moeilijk.
full-dataset-jeroen_chunk148| Ik heb een uitgebreide gesprek met psichiatr.
full-dataset-jeroen_chunk149_split0| Maar dat in combinatie met een fase waarin je opzoekt naar je identiteit en natuurlijk flink kan talenten te leren over eigen juiste actie.
full-dataset-jeroen_chunk150| en dat op een gegeven moment ook los moet laten, die je daar van af moet zetten. Het clichéverhaal van het juwe. En dat was natuurlijk omgedraaid. Hij ging weg. Ik moest weggaan eigenlijk.
full-dataset-jeroen_chunk151| Nee, maar dat was ook nog niet in echt vol aan de gang.
full-dataset-jeroen_chunk152| Ja, ik was wel aan het puberen, maar niet zozeer in de kontramine tegen mijn verrader.
full-dataset-jeroen_chunk153_split0| Eerder ja. En dat heb ik daarna volgens mij, vervolgens heb ik dat toch ook overgeslagen. Want daarna, nadat er zoiets gebeurt...
full-dataset-jeroen_chunk154_split0| Niet partner, maar wel heel erg begrijpen wat er met haar aan de hand was. En dat je iemand die haar liefde kwijtraakt niet meer...
full-dataset-jeroen_chunk155| Jezelf toch een soort van wegcijferen.
full-dataset-jeroen_chunk156| Je eigen kwaadheid en verdriet. Vond die van Haverlok belangrijker.
full-dataset-jeroen_chunk157| Ja, ik herinner mij wel dat ik...
full-dataset-jeroen_chunk158_split0| Ja, dat hield me wel bezig, ja, wat haar overkwam. Het hield me echt bezig.
full-dataset-jeroen_chunk158_split1| als je daar een verklaring voor wil hebben en een waarom antwoord, omdat antwoord is.
full-dataset-jeroen_chunk158_split2| Het leven is gewoon zo hard. En ik wil eigenlijk niet in een god geloven die ik daar...
full-dataset-jeroen_chunk158_split3| laat staan dat het dan ook nog wel een god is die je er niet op kan aanspreken.
full-dataset-jeroen_chunk159| Ik...
full-dataset-jeroen_chunk160| Ik wilde die missie daar zijn omdat ik oprecht geloofde dat ik op dat altaar dichter bij God was.
full-dataset-jeroen_chunk161| Ja, dat wist ik van mijn vader, dat hij dat om die reden ziet. Want mijn vader heeft ook zijn seminariums een tijds gedaan. Mijn vader komt met 14 kinderen waarvan de helft religieus is geworden, het klooster ingegraven.
full-dataset-jeroen_chunk162| 7 van de 14.
full-dataset-jeroen_chunk163| En ook hij heeft dus het seminari doorlopen, maar is inderdaad...
full-dataset-jeroen_chunk164| kwam eigenlijk wel achter dat hij eigenlijk meer verliefd was op...
full-dataset-jeroen_chunk165| Nee, ik had dat podium, ja, oké, natuurlijk, dat is er ook wel, maar ik was toch wel een soort...
full-dataset-jeroen_chunk166| Ik geloof toch wel in die mooie verhalen, ja.
full-dataset-jeroen_chunk167| Achter een aantal van die vergaderen hele mooie.
full-dataset-jeroen_chunk168| Maar ik wist zelfs dat ik als kind in een groep met de Pas vakantie in Frankrijk...
full-dataset-jeroen_chunk169_split0| Ook van overtuigd, op een gegeven moment was er een kapelletje ergens boven op een berg. Ik dacht ik moet om drie uur...
full-dataset-jeroen_chunk170| Op het moment dat onze lieverend kruising stierf. Op een vrijdag.
full-dataset-jeroen_chunk171_split0| En ik, eh, ik... Ik denk dat ik toen... Ik was even was of zo, hoor. Ik denk, ik moet met haar heen. Ik was helemaal...
full-dataset-jeroen_chunk172| Onmogelijke opdracht, maar...
full-dataset-jeroen_chunk173| Ja, dat soort dingen geloof je wel als kind hoor.
full-dataset-jeroen_chunk174| Nou, omdat de priester staat op het altaar, de priester is zeg maar de eerste directe...
full-dataset-jeroen_chunk175| Hoe zeg je dat nou?
full-dataset-jeroen_chunk176_split0| plaatsvervangen van God. En op het moment dat ik hem al dien, ben ik er dus ook dichterbij.
full-dataset-jeroen_chunk177| Voor God en de... Ja.
full-dataset-jeroen_chunk178| Ik hoop dat het goed is dat je dat doet en dan ook mooie liedjes zing op het antwerp en zo.
full-dataset-jeroen_chunk179| Zou ik mezelf misschien wel een heel irritant kind vinden?
full-dataset-jeroen_chunk180| Ik zou het zelf misschien een soort schattigheidsgehalte, waar ik eigenlijk helemaal niet goed vind.
full-dataset-jeroen_chunk181| Ik denk dat niet echt noodzakelijk, ik denk dat er een heleboel toneelspelers zijn die het allemaal op die manier in God geloofd hebben.
full-dataset-jeroen_chunk182_split0| Je fantasie wordt ook wel ongelofelijk aan het werk gezet. En dat is......of Jolien heeft zijn werk gedaan en daarmee...
full-dataset-jeroen_chunk183| Nee, ik dacht niet dat ik hetzelfde was.
full-dataset-jeroen_chunk184| Ik dacht wel dat ik dicht in de buurt kon komen.
full-dataset-jeroen_chunk185| Dus ik ging ook wel... Mijn eerste beroepscursus was ook missionaris en zo, was ook priesterachter gericht. Totdat ik er na het achterkant dat je dan... Mij hadden zo'n blad bijeen.
full-dataset-jeroen_chunk186| Kinderen met van die waterbuikjes en zo.
full-dataset-jeroen_chunk187_split0| Die wilde ik wel gaan helpen. Totdat ik erachter kwam dat het dan niet de bedoeling was dat je met een vrouw... Dat salivaat drong eigenlijk pas na te tot mij door dat dat aan de hand was.
full-dataset-jeroen_chunk188| Die heb ik toen weggedaan. Maar ik dacht, ik kan in ieder geval met zo'n leuke vrouw vandaar in zo'n hut.
full-dataset-jeroen_chunk189| Ik heb niet gevoel dat ik die taak had.
full-dataset-jeroen_chunk190_split0| En als je het hebt voor die missionaris die ik wilde worden, dan ben ik ook gezonden door God.
full-dataset-jeroen_chunk190_split1| toen ik dat afscheid van dat hutje ook had genomen met die mevrouw daar.
full-dataset-jeroen_chunk191| Nee, ik bedoel niet... Ik vraag me gewoon af of ik... Me<|ja|><|transcribe|> shoes.
full-dataset-jeroen_chunk192| Ja, het is gewoon een groot woord. Maar misschien voelde het wel...
full-dataset-jeroen_chunk193| Jij komt er mee hoor, met die messias. Maar ik heb me inderdaad wel verbonden gevoeld, heel erg met dat goddelijke.
full-dataset-jeroen_chunk194| Maak...
full-dataset-jeroen_chunk195_split0| Ik wilde er vooral heel dichtbij zijn. Ik heb niet... Als kind dan, hè. Ik heb nooit een gevoel gehad...
full-dataset-jeroen_chunk196| Ja, daar ging veel van af.
full-dataset-jeroen_chunk197| met een zwaar Heerlend accent zo, hè.
full-dataset-jeroen_chunk198| En wij spraken geen dialect thuis, je hebt ook nog een Heerlands dialect, echt het Heerlands plat.
full-dataset-jeroen_chunk199_split0| Nou, niet echt. Ik had het wel gehoord. Maar ik heb het nooit echt kunnen spreken. Ik durfde het nog, want ik voelde dat ik dat niet kon.
full-dataset-jeroen_chunk200_split0| Als je dat dan nu terug hoort of als je nu daar weer bent en je hoort de mensen zoepen, dan is dat heel vreemd om te horen. Dat was voor mij de normale muziek.
full-dataset-jeroen_chunk201_split0| Hoogstens als ze stotteren of lispelen of slissen, dan wilden ze daar wel wat aan doen.
full-dataset-jeroen_chunk202| Ze is achtig-G, zeg maar, maar ze spreekt... Nee, ze spreekt niet echt met een Heerlijkse accent, vind ik.
full-dataset-jeroen_chunk203_split0| Mijn vader speelde daar veel meer mee. Ze zijn beide oorspronkelijk ook niet uit Limburg. Mijn moeder kwam met geld erop en mijn vader uit Nijmegen. Maar goed, wel alle twee als kind daar.
full-dataset-jeroen_chunk203_split1| Mijn vader bij Eindhoven-Maastricht.
full-dataset-jeroen_chunk204| Maar striks is dan...
full-dataset-jeroen_chunk205| Veel Belgischer, ja. En in Maastricht was het ook niet makkelijk om daar als Heerlen naar te komen, hoor. Want dan kreeg je het toch wel een beetje van langs.
full-dataset-jeroen_chunk206| En dat ik meteen op mijn nummer kreeg van, er was toch eens iemand die zei, ja, dat is niet van hey.
full-dataset-jeroen_chunk207| De bist van een andere kaan, gaank, zo, dat was er schrokkelijk heel erg van.
full-dataset-jeroen_chunk208| Toch wel ook in Maastricht geboren ben.
full-dataset-jeroen_chunk209_split0| Ik zat zelfs niet in de Raad van Eleven en dat had geloof ik wel te maken dat je in dat dorp, ik woon dus niet in Heerlen maar in het dorp Welten wat tegen Heerlen aan ligt.
full-dataset-jeroen_chunk210| Raads van Elf zijn eigenlijk de Elf...
full-dataset-jeroen_chunk211| Nee, dat zijn op een zicht de dienaars van de prins.
full-dataset-jeroen_chunk212_split0| Ja, die hadden wij nog te zeggen, maar ik was niet uit de drop geboren, dus daardoor...
full-dataset-jeroen_chunk213| Ik begreep ook geloof ik niet zo goed hoe dat allemaal moest of werkte. En ehm... Maar ja, nee, het eh...
full-dataset-jeroen_chunk214_split0| Het is niet gelukt. Gelukkig is mijn neef uiteindelijk jeugdprins carnaval van Heerlen geworden. Vorig jaar en het is anderhalf jaar geleden nu.
full-dataset-jeroen_chunk215_split0| Ik vind hem een geweldige prins.
full-dataset-jeroen_chunk215_split1| Helemaal vrolijk.
full-dataset-jeroen_chunk216| Ja, ik was niet de beste, dus ik kon wel heel hard rennen, dus daarom ook dan linksbuiten. Maar dat links was niet echt mijn ding, want ik ben toch wel rechts.
full-dataset-jeroen_chunk217_split0| Ik moet ze eerlijk toegeven dat ik het daarna niet meer zo heel erg heb bijgehouden, voetbal. Maar ik stond ook nog alles geserven.
full-dataset-jeroen_chunk217_split1| waarin wij tegen een Engelse club speelden. Dat was ik tien denk ik ofzo.
full-dataset-jeroen_chunk218_split0| Heel tegeurig. En uiteindelijk moest ik naar de club boven mij.
full-dataset-jeroen_chunk219_split0| De groep boven ons, dus de een jaar ouder, hadden er te weinig en wij hadden er te veel. De oudsten van ons moesten daar naartoe.
full-dataset-jeroen_chunk220_split0| Ik was ook daarin bang dat ik niet goed genoeg was. Ik kon ook niet echt goed voetballen, maar ik kon dus heel hard rennen. Ik denk dat als kind niet, dan doe ik er nog een beetje bij.
full-dataset-jeroen_chunk221_split0| Nou, dat heeft iemand mij aangedaan. Ik heb nog nooit een...
full-dataset-jeroen_chunk222| Hmm... gedeeltelijk.
full-dataset-jeroen_chunk223| Ik heb wel dat sport gedaan. Ik ben dus in ieder geval club boven me terecht gekomen. Op een gegeven moment werd ik daar zelfs tot aanvoerder gemaakt, omdat de echte aanvoerder ziek was.
full-dataset-jeroen_chunk224| En ik zei natuurlijk niks, want als er iets niet voor mij bedoeld is, dan is het wel aanvoerder zijn. En toen zei de trainer, jij wordt de aanvoerder.
